source,target,weight
"(121.48200000000001,31.223000000000003)","(121.48100000000001,31.22)",0.0031622776601733676
"(121.49700000000001,31.307)","(121.505,31.308000000000003)",0.008062257748280642
"(121.536,31.264)","(121.53299999999999,31.268)",0.005000000000009663
"(121.463,31.265)","(121.46799999999999,31.263)",0.00538516480712987
"(121.48299999999999,31.261)","(121.47,31.283)",0.025553864678358445
"(121.44200000000001,31.163)","(121.443,31.179000000000002)",0.016031219541882594
"(121.37799999999999,31.155)","(121.363,31.143)",0.01920937271228818
"(121.361,31.204)","(121.385,31.215)",0.026400757564888678
"(121.45299999999999,31.334)","(121.444,31.338)",0.009848857801783973
"(121.59299999999999,31.281999999999996)","(121.59,31.28)",0.003605551275449674
"(121.415,31.267)","(121.42200000000001,31.264)",0.007615773105868551
"(121.456,31.173000000000002)","(121.46799999999999,31.186999999999998)",0.018439088914573628
"(121.39399999999999,31.281999999999996)","(121.389,31.291)",0.010295630140988195
"(121.444,31.249000000000002)","(121.44200000000001,31.24)",0.009219544457295677
"(121.446,31.261)","(121.427,31.268)",0.020248456731308873
"(121.34899999999999,31.26)","(121.348,31.263)",0.0031622776601655037
"(121.445,31.166)","(121.425,31.165)",0.020024984394496875
"(121.355,31.23)","(121.35799999999999,31.218000000000004)",0.012369316876846557
"(121.274,31.173000000000002)","(121.27799999999999,31.158)",0.015524174696258171
"(121.456,31.17)","(121.458,31.168000000000003)",0.0028284271247421104
"(121.385,31.252)","(121.398,31.249000000000002)",0.013341664064116809
"(121.53399999999999,31.328000000000003)","(121.531,31.323)",0.005830951894840241
"(121.46799999999999,31.229)","(121.46600000000001,31.226999999999997)",0.002828427124734574
"(121.501,31.279)","(121.507,31.271)",0.009999999999999431
"(121.47399999999999,31.399)","(121.48299999999999,31.401)",0.009219544457292981
"(121.447,31.319000000000003)","(121.462,31.32)",0.01503329637837332
"(121.49,31.331)","(121.50399999999999,31.34)",0.016643316977089883
"(121.522,31.311999999999998)","(121.516,31.304000000000002)",0.00999999999999659
"(121.461,31.191999999999997)","(121.462,31.191)",0.0014142135623748235
"(121.48700000000001,31.201999999999998)","(121.485,31.209)",0.007280109889284536
"(121.435,31.201999999999998)","(121.471,31.221)",0.040706264874097335
"(121.351,31.133000000000003)","(121.34700000000001,31.131999999999998)",0.004123105625609775
"(121.53200000000001,31.323)","(121.531,31.33)",0.0070710678118640685
"(121.37,31.355999999999998)","(121.368,31.361)",0.005385164807140426
"(121.51299999999999,31.26)","(121.514,31.256999999999998)",0.0031622776601733676
"(121.46799999999999,31.186999999999998)","(121.448,31.158)",0.03522782990761182
"(121.45100000000001,31.166999999999998)","(121.449,31.168000000000003)",0.0022360679775104667
"(121.529,31.283)","(121.523,31.278000000000002)",0.007810249675906192
"(121.461,31.269000000000002)","(121.46,31.273000000000003)",0.004123105625620114
"(121.514,31.281)","(121.50299999999999,31.272)",0.014212670403559767
"(121.40799999999999,31.357)","(121.43,31.366999999999997)",0.024166091947206328
"(121.37700000000001,31.272)","(121.38,31.276999999999997)",0.005830951894837195
"(121.477,31.211)","(121.46600000000001,31.206999999999997)",0.011704699910716022
"(121.538,31.232)","(121.54700000000001,31.237)",0.010295630140999238
"(121.59299999999999,31.285)","(121.589,31.28)",0.006403124237426248
"(121.479,31.267)","(121.475,31.276999999999997)",0.010770329614268976
"(121.538,31.291)","(121.537,31.291999999999998)",0.0014142135623647749
"(121.381,31.194000000000003)","(121.384,31.188000000000002)",0.006708203932499624
"(121.331,31.268)","(121.334,31.267)",0.003162277660168874
"(121.443,31.156999999999996)","(121.426,31.16)",0.017262676501628677
"(121.493,31.174)","(121.492,31.184)",0.010049875621121508
"(121.51799999999999,31.275)","(121.516,31.28)",0.00538516480712987
"(121.476,31.27)","(121.464,31.267)",0.012369316876853451
"(121.537,31.314)","(121.539,31.311)",0.0036055512754614985
"(121.535,31.3)","(121.54799999999999,31.291)",0.015811388300834707
"(121.479,31.226999999999997)","(121.484,31.23)",0.005830951894843288
"(121.45100000000001,31.194000000000003)","(121.454,31.206999999999997)",0.013341664064117874
"(121.399,31.244)","(121.39200000000001,31.266)",0.023086792761226136
"(121.57,31.254)","(121.56700000000001,31.241999999999997)",0.01236931687685345
"(121.447,31.198)","(121.45200000000001,31.209)",0.012083045973597871
"(121.354,31.226)","(121.368,31.256)",0.03310589071449295
"(121.48100000000001,31.305999999999997)","(121.50399999999999,31.293000000000003)",0.026419689627227405
"(121.523,31.322)","(121.53,31.324)",0.007280109889286
"(121.505,31.264)","(121.51299999999999,31.27)",0.00999999999999659
"(121.506,31.336)","(121.512,31.338)",0.006324555320337748
"(121.471,31.201999999999998)","(121.485,31.199)",0.01431782106327152
"(121.42399999999999,31.249000000000002)","(121.447,31.271)",0.031827660925685515
"(121.406,31.329)","(121.397,31.348000000000003)",0.021023796041630505
"(121.508,31.296999999999997)","(121.521,31.269000000000002)",0.030870698080864057
"(121.53399999999999,31.287)","(121.529,31.288)",0.0050990195135885655
"(121.515,31.29)","(121.52799999999999,31.278000000000002)",0.01769180601294543
"(121.35700000000001,31.406999999999996)","(121.35,31.401999999999997)",0.008602325267057682
"(121.471,31.22)","(121.477,31.23)",0.011661903789692058
"(121.363,31.281)","(121.333,31.291)",0.031622776601685366
"(121.455,31.313000000000002)","(121.456,31.322)",0.009055385138134753
"(121.459,31.29)","(121.45,31.291999999999998)",0.009219544457292981
"(121.405,31.334)","(121.40299999999999,31.299)",0.0350570962859169
"(121.531,31.315)","(121.522,31.322)",0.011401754250990359
"(121.515,31.3)","(121.50399999999999,31.305)",0.012083045973603164
"(121.51100000000001,31.331)","(121.507,31.329)",0.004472135955003456
"(121.4,31.29)","(121.40700000000001,31.288)",0.007280109889285023
"(121.477,31.296999999999997)","(121.49,31.291)",0.014317821063266805
"(121.376,31.245)","(121.367,31.237)",0.012041594578794326
"(121.385,31.165)","(121.383,31.176)",0.011180339887499901
"(121.412,31.177)","(121.415,31.174)",0.004242640687119446
"(121.508,31.311999999999998)","(121.515,31.313000000000002)",0.007071067811871103
"(121.42200000000001,31.301)","(121.411,31.298000000000002)",0.011401754251000018
"(121.448,31.283)","(121.44200000000001,31.281999999999996)",0.006082762530285212
"(121.506,31.329)","(121.524,31.328000000000003)",0.0180277563773205
"(121.47399999999999,31.206)","(121.476,31.199)",0.00728010988928112
"(121.315,31.247)","(121.316,31.241999999999997)",0.0050990195135962296
"(121.384,31.191)","(121.369,31.208000000000002)",0.022671568097511904
"(121.44200000000001,31.186999999999998)","(121.441,31.19)",0.0031622776601733676
"(121.359,31.259)","(121.37,31.250999999999998)",0.013601470508745014
"(121.391,31.355999999999998)","(121.396,31.36)",0.0064031242374301325
"(121.488,31.271)","(121.508,31.259)",0.023323807579378023
"(121.434,31.275)","(121.41,31.232)",0.04924428900898032
"(121.52,31.269000000000002)","(121.529,31.267)",0.009219544457293751
"(121.38600000000001,31.32)","(121.389,31.319000000000003)",0.0031622776601542687
"(121.35700000000001,31.241999999999997)","(121.35600000000001,31.249000000000002)",0.007071067811871103
"(121.44200000000001,31.178)","(121.43700000000001,31.183000000000003)",0.0070710678118640685
"(121.51899999999999,31.241)","(121.509,31.194000000000003)",0.04805205510693107
"(121.475,31.241)","(121.48700000000001,31.26)",0.022472205054253673
"(121.34200000000001,31.151)","(121.34700000000001,31.156)",0.007071067811861557
"(121.32,31.241)","(121.30799999999999,31.27)",0.03138470965295053
"(121.44,31.134)","(121.446,31.125999999999998)",0.010000000000002274
"(121.446,31.287)","(121.45200000000001,31.28)",0.009219544457300687
"(121.554,31.287)","(121.553,31.279)",0.008062257748298269
"(121.39200000000001,31.054000000000002)","(121.40100000000001,31.066)",0.014999999999997727
"(121.41,31.226)","(121.42399999999999,31.384)",0.1586190404711877
"(121.53,31.166)","(121.524,31.18)",0.015231546211727306
"(121.398,31.288)","(121.40100000000001,31.29)",0.003605551275475293
"(121.331,31.24)","(121.325,31.245)",0.007810249675908466
"(121.478,31.238000000000003)","(121.479,31.236)",0.0022360679775041115
"(121.439,31.24)","(121.405,31.241999999999997)",0.034058772731844565
"(121.55,31.191999999999997)","(121.551,31.17)",0.022022715545540375
"(121.413,31.195)","(121.412,31.188000000000002)",0.007071067811862059
"(121.522,31.261)","(121.521,31.258000000000003)",0.003162277660166627
"(121.367,31.228)","(121.368,31.229)",0.0014142135623647749
"(121.529,31.335)","(121.51899999999999,31.307)",0.029732137494640844
"(121.507,31.303)","(121.50200000000001,31.31)",0.008602325267038273
"(121.415,31.197)","(121.43299999999999,31.226)",0.03413209633174482
"(121.42299999999999,31.264)","(121.436,31.269000000000002)",0.013928388277203182
"(121.485,31.278000000000002)","(121.492,31.281999999999996)",0.008062257748300031
"(121.48899999999999,31.264)","(121.48,31.269000000000002)",0.010295630140976118
"(121.465,31.305999999999997)","(121.45200000000001,31.298000000000002)",0.015264337522463775
"(121.53200000000001,31.269000000000002)","(121.541,31.263)",0.010816653826380553
"(121.476,31.199)","(121.48200000000001,31.201)",0.006324555320350105
"(121.51799999999999,31.252)","(121.493,31.253)",0.025019992006385137
"(121.40700000000001,31.326)","(121.399,31.343000000000004)",0.018788294228062826
"(121.506,31.329)","(121.5,31.334)",0.007810249675906192
"(121.48100000000001,31.25)","(121.455,31.245)",0.026476404589757536
"(121.488,31.261999999999997)","(121.477,31.27)",0.01360147050873352
"(121.48,31.32)","(121.46700000000001,31.319000000000003)",0.013038404810396163
"(121.43700000000001,31.149)","(121.439,31.14)",0.009219544457289126
"(121.48299999999999,31.256999999999998)","(121.488,31.261999999999997)",0.007071067811871605
"(121.434,31.174)","(121.446,31.182)",0.014422205101855847
"(121.48200000000001,31.235)","(121.476,31.258000000000003)",0.023769728648016204
"(121.446,31.173000000000002)","(121.417,31.17)",0.029154759474222896
"(121.47,31.288)","(121.48,31.285999999999998)",0.010198039027191064
"(121.557,31.271)","(121.52799999999999,31.278000000000002)",0.02983286778036321
"(121.429,31.246)","(121.405,31.217)",0.03764306044943794
"(121.42200000000001,31.171)","(121.44,31.183000000000003)",0.0216333076527749
"(121.456,31.271)","(121.463,31.274)",0.0076157731058554895
"(121.449,31.335)","(121.448,31.334)",0.0014142135623773356
"(121.459,31.226)","(121.535,31.254)",0.08099382692526094
"(121.491,31.291999999999998)","(121.49,31.295)",0.0031622776601733676
"(121.4,31.288)","(121.39,31.269000000000002)",0.021470910553584813
"(121.491,31.305)","(121.48100000000001,31.301)",0.01077032961426106
"(121.471,31.232)","(121.49799999999999,31.215999999999998)",0.03138470965294
"(121.406,31.25)","(121.414,31.252)",0.008246211251230751
"(121.447,31.345)","(121.445,31.338)",0.00728010988928112
"(121.416,31.281999999999996)","(121.40899999999999,31.283)",0.007071067811871103
"(121.458,31.267)","(121.46,31.261)",0.0063245553203355
"(121.542,31.311)","(121.51899999999999,31.314)",0.02319482700949668
"(121.41,31.195999999999998)","(121.411,31.186)",0.010049875621119387
"(121.469,31.21)","(121.477,31.209)",0.008062257748308403
"(121.49700000000001,31.255)","(121.49,31.261999999999997)",0.009899494936623765
"(121.476,31.209)","(121.485,31.211)",0.009219544457292981
"(121.383,31.246)","(121.37899999999999,31.232)",0.01456021977856175
"(121.479,31.234)","(121.476,31.258000000000003)",0.024186773244896567
"(121.43,31.148000000000003)","(121.427,31.138)",0.01044030650891208
"(121.52,31.289)","(121.516,31.288)",0.004123105625608913
"(121.507,31.215)","(121.495,31.212)",0.012369316876853451
"(121.508,31.291)","(121.469,31.281)",0.04026164427839661
"(121.479,31.304000000000002)","(121.46,31.301)",0.019235384061677307
"(121.31200000000001,31.269000000000002)","(121.294,31.268)",0.018027756377334885
"(121.538,31.264)","(121.537,31.255)",0.009055385138136715
"(121.381,31.230999999999998)","(121.37299999999999,31.199)",0.032984845004940234
"(121.493,31.212)","(121.492,31.214000000000002)",0.002236067977497756
"(121.531,31.305999999999997)","(121.51700000000001,31.304000000000002)",0.014142135623726128
"(121.469,31.281)","(121.473,31.271)",0.010770329614268976
"(121.43700000000001,31.34)","(121.449,31.340999999999998)",0.012041594578778394
"(121.381,31.316999999999997)","(121.38799999999999,31.32)",0.0076157731058568885
"(121.49799999999999,31.236)","(121.522,31.226999999999997)",0.025632011235968116
"(121.515,31.269000000000002)","(121.51700000000001,31.275)",0.006324555320336624
"(121.53399999999999,31.268)","(121.527,31.278000000000002)",0.012206555615729704
"(121.492,31.308000000000003)","(121.51299999999999,31.303)",0.021587033144910447
"(121.484,31.304000000000002)","(121.48899999999999,31.296)",0.009433981132056459
"(121.555,31.285999999999998)","(121.546,31.291)",0.01029563014098854
"(121.413,31.127)","(121.441,31.131999999999998)",0.02844292530666132
"(121.40299999999999,31.238000000000003)","(121.398,31.239)",0.005099019513587868
"(121.477,31.288)","(121.48299999999999,31.285999999999998)",0.006324555320324265
"(121.473,31.264)","(121.43799999999999,31.285999999999998)",0.0413400532171971
"(121.42299999999999,31.254)","(121.425,31.25)",0.004472135955005045
"(121.384,31.315)","(121.40100000000001,31.299)",0.023345235059866097
"(121.461,31.31)","(121.45700000000001,31.313000000000002)",0.004999999999994742
"(121.35799999999999,31.316)","(121.352,31.315)",0.0060827625302840435
"(121.48,31.274)","(121.47200000000001,31.291999999999998)",0.019697715603587785
"(121.5,31.252)","(121.478,31.271)",0.029068883707502727
"(121.492,31.263)","(121.48200000000001,31.241)",0.024166091947187218
"(121.43700000000001,31.19)","(121.43299999999999,31.141)",0.049162994213132
"(121.47,31.206999999999997)","(121.491,31.201999999999998)",0.021587033144923447
"(121.402,31.129)","(121.413,31.128)",0.01104536101718307
"(121.54799999999999,31.269000000000002)","(121.54299999999999,31.274)",0.007071067811861557
"(121.499,31.29)","(121.508,31.291)",0.009055385138137891
"(121.44200000000001,31.186999999999998)","(121.45100000000001,31.194000000000003)",0.01140175425099472
"(121.52600000000001,31.324)","(121.507,31.329)",0.019646882704393524
"(121.48299999999999,31.264)","(121.486,31.279)",0.01529705854078172
"(121.405,31.165)","(121.398,31.17)",0.008602325267048183
"(121.546,31.298000000000002)","(121.539,31.294)",0.008062257748303556
"(121.37700000000001,31.158)","(121.384,31.146)",0.013892443989445558
"(121.52600000000001,31.168000000000003)","(121.51899999999999,31.18)",0.01389244398945681
"(121.53399999999999,31.26)","(121.51700000000001,31.253)",0.018384776310833864
"(121.47399999999999,31.308000000000003)","(121.494,31.335)",0.03360059523282694
"(121.51100000000001,31.259)","(121.53,31.263)",0.019416487838939307
"(121.51700000000001,31.3)","(121.53200000000001,31.305)",0.01581138830084212
"(121.501,31.275)","(121.50200000000001,31.279)",0.004123105625620114
"(121.402,31.101999999999997)","(121.40799999999999,31.104)",0.006324555320324265
"(121.42399999999999,31.178)","(121.42200000000001,31.201999999999998)",0.02408318915758039
"(121.444,31.171999999999997)","(121.449,31.171)",0.005099019513587868
"(121.473,31.236)","(121.522,31.256)",0.052924474489602906
"(121.51799999999999,31.302)","(121.525,31.318)",0.01746424919658232
"(121.384,31.261)","(121.382,31.245)",0.01612451549659477
"(121.421,31.206)","(121.42200000000001,31.201)",0.005099019513592746
"(121.46799999999999,31.214000000000002)","(121.46700000000001,31.215999999999998)",0.0022360679774850456
"(121.50299999999999,31.265)","(121.495,31.258000000000003)",0.010630145812719233
"(121.434,31.166999999999998)","(121.43700000000001,31.16)",0.007615773105867618
"(121.522,31.316999999999997)","(121.531,31.315)",0.009219544457292209
"(121.417,31.366)","(121.432,31.366999999999997)",0.01503329637837332
"(121.475,31.261)","(121.478,31.252)",0.009486832980505497
"(121.406,31.281999999999996)","(121.40799999999999,31.283)",0.0022360679774850456
"(121.48200000000001,31.243000000000002)","(121.485,31.249000000000002)",0.006708203932493269
"(121.473,31.197)","(121.47200000000001,31.201999999999998)",0.005099019513589959
"(121.45100000000001,31.215)","(121.486,31.314)",0.10500476179678615
"(121.49,31.28)","(121.48299999999999,31.281999999999996)",0.007280109889284047
"(121.52799999999999,31.266)","(121.51,31.253)",0.022203603311162452
"(121.49799999999999,31.237)","(121.505,31.234)",0.007615773105867151
"(121.46700000000001,31.241999999999997)","(121.469,31.232)",0.010198039027179919
"(121.45700000000001,31.322)","(121.459,31.318)",0.004472135954995513
"(121.315,31.313000000000002)","(121.304,31.294)",0.021954498400099633
"(121.43299999999999,31.184)","(121.436,31.182)",0.0036055512754772636
"(121.431,31.243000000000002)","(121.44200000000001,31.241999999999997)",0.011045361017197544
"(121.48,31.226)","(121.41799999999999,31.191)",0.07119691004532062
"(121.405,31.148000000000003)","(121.399,31.131)",0.018027756377322863
"(121.46799999999999,31.22)","(121.48200000000001,31.21)",0.0172046505341038
"(121.51799999999999,31.226999999999997)","(121.556,31.24)",0.040162171256057276
"(121.535,31.261999999999997)","(121.53399999999999,31.261)",0.0014142135623748235
"(121.426,31.271)","(121.42200000000001,31.264)",0.008062257748295183
"(121.439,31.214000000000002)","(121.45100000000001,31.22)",0.013416407865010369
"(121.46,31.305999999999997)","(121.429,31.302)",0.03125699921616705
"(121.33200000000001,31.266)","(121.31700000000001,31.256999999999998)",0.017492855684536564
"(121.49,31.337)","(121.48899999999999,31.333000000000002)",0.004123105625616668
"(121.493,31.266)","(121.479,31.268)",0.014142135623727133
"(121.484,31.265)","(121.48,31.27)",0.006403124237426248
"(121.417,31.279)","(121.419,31.265)",0.014142135623729644
"(121.541,31.324)","(121.531,31.323)",0.010049875621111962
"(121.38600000000001,31.293000000000003)","(121.411,31.27)",0.03397057550292198
"(121.47399999999999,31.304000000000002)","(121.475,31.3)",0.004123105625620114
"(121.432,31.214000000000002)","(121.444,31.221999999999998)",0.014422205101853876
"(121.51100000000001,31.307)","(121.522,31.32)",0.01702938636592489
"(121.413,31.141)","(121.436,31.158)",0.028600699292160293
"(121.439,31.283)","(121.45200000000001,31.275)",0.015264337522491706
"(121.414,31.178)","(121.45700000000001,31.218000000000004)",0.058728187440110595
"(121.37700000000001,31.272)","(121.37799999999999,31.276999999999997)",0.005099019513587172
"(121.45,31.184)","(121.463,31.18)",0.013601470508727252
"(121.5,31.206999999999997)","(121.488,31.197)",0.015620499351812384
"(121.413,31.195999999999998)","(121.415,31.186999999999998)",0.009219544457295292
"(121.51700000000001,31.275)","(121.523,31.276999999999997)",0.006324555320323142
"(121.477,31.256)","(121.448,31.254)",0.029068883707507737
"(121.491,31.345)","(121.48700000000001,31.369)",0.024331050121192247
"(121.47399999999999,31.334)","(121.475,31.339000000000002)",0.0050990195135962296
"(121.477,31.27)","(121.448,31.298000000000002)",0.040311288741501916
"(121.462,31.204)","(121.45200000000001,31.226999999999997)",0.025079872407961733
"(121.46700000000001,31.256)","(121.461,31.253)",0.006708203932512334
"(121.477,31.288)","(121.48200000000001,31.29)",0.005385164807143065
"(121.44200000000001,31.252)","(121.446,31.246)",0.007211102550922997
"(121.535,31.318)","(121.538,31.319000000000003)",0.003162277660168874
"(121.486,31.175)","(121.5,31.173000000000002)",0.01414213562372663
"(121.441,31.268)","(121.432,31.266)",0.009219544457293751
"(121.49799999999999,31.217)","(121.50200000000001,31.22)",0.005000000000015348
"(121.40700000000001,31.291)","(121.39,31.293000000000003)",0.017117242768634026
"(121.587,31.21)","(121.557,31.195)",0.03354101966249812
"(121.431,31.191)","(121.426,31.185)",0.007810249675903918
"(121.43799999999999,31.12)","(121.434,31.153000000000002)",0.03324154027718944
"(121.36200000000001,31.131)","(121.355,31.14)",0.01140175425099472
"(121.412,31.195999999999998)","(121.40299999999999,31.188000000000002)",0.012041594578800226
"(121.476,31.283)","(121.428,31.276)",0.048507731342541625
"(121.488,31.293000000000003)","(121.48200000000001,31.29)",0.006708203932488502
"(121.432,31.25)","(121.421,31.239)",0.015556349186100448
"(121.31299999999999,31.238000000000003)","(121.32,31.24)",0.007280109889284047
"(121.50399999999999,31.145)","(121.507,31.148000000000003)",0.0042426406871320065
"(121.529,31.318)","(121.541,31.320999999999998)",0.012369316876852589
"(121.417,31.146)","(121.42200000000001,31.154)",0.009433981132060978
"(121.414,31.269000000000002)","(121.434,31.259)",0.022360679774995035
"(121.478,31.225)","(121.463,31.218000000000004)",0.016552945357246475
"(121.431,31.276)","(121.42299999999999,31.273000000000003)",0.008544003745325478
"(121.43,31.228)","(121.43700000000001,31.238000000000003)",0.012206555615737852
"(121.44,31.139)","(121.436,31.135)",0.005656854249484221
"(121.417,31.272)","(121.427,31.268)",0.010770329614272935
"(121.31,31.291999999999998)","(121.30799999999999,31.29)",0.002828427124752159
"(121.436,31.24)","(121.387,31.235)",0.04925444142410546
"(121.5,31.401999999999997)","(121.494,31.412)",0.011661903789692058
"(121.44,31.241999999999997)","(121.37899999999999,31.250999999999998)",0.061660360037879
"(121.495,31.338)","(121.491,31.331)",0.008062257748302232
"(121.42200000000001,31.285)","(121.435,31.284000000000002)",0.013038404810396163
"(121.367,31.236)","(121.37,31.234)",0.003605551275463469
"(121.41,31.27)","(121.415,31.269000000000002)",0.005099019513601803
"(121.458,31.316999999999997)","(121.432,31.303)",0.029529646120461505
"(121.479,31.225)","(121.465,31.232)",0.015652475842493824
"(121.429,31.217)","(121.436,31.221)",0.008062257748303556
"(121.348,31.28)","(121.34700000000001,31.296)",0.016031219541879048
"(121.413,31.142)","(121.40100000000001,31.15)",0.014422205101844023
"(121.65799999999999,31.213)","(121.65899999999999,31.201999999999998)",0.011045361017190466
"(121.40700000000001,31.096999999999998)","(121.40299999999999,31.13)",0.033241540277192866
"(121.396,31.141)","(121.38799999999999,31.124000000000002)",0.018788294228056397
"(121.492,31.311)","(121.485,31.305999999999997)",0.008602325267048183
"(121.445,31.165)","(121.45200000000001,31.171999999999997)",0.009899494936623765
"(121.48100000000001,31.281)","(121.478,31.281999999999996)",0.0031622776601812315
"(121.406,31.276)","(121.4,31.272)",0.007211102550928909
"(121.50399999999999,31.208000000000002)","(121.49600000000001,31.206999999999997)",0.008062257748280642
"(121.421,31.328000000000003)","(121.441,31.33)",0.020099751242237358
"(121.46,31.261999999999997)","(121.456,31.275)",0.013601470508734304
"(121.421,31.284000000000002)","(121.411,31.285)",0.010049875621125748
"(121.421,31.121)","(121.402,31.128)",0.02024845673132221
"(121.46700000000001,31.2)","(121.522,31.232)",0.06363175307972575
"(121.5,31.266)","(121.495,31.269000000000002)",0.005830951894843288
"(121.40700000000001,31.295)","(121.40299999999999,31.285)",0.010770329614277553
"(121.51299999999999,31.275)","(121.512,31.259)",0.016031219541879048
"(121.476,31.320999999999998)","(121.47399999999999,31.331999999999997)",0.011180339887499901
"(121.475,31.267)","(121.48700000000001,31.239)",0.03046309242346021
"(121.449,31.23)","(121.446,31.235)",0.005830951894844506
"(121.399,31.278000000000002)","(121.39,31.268)",0.013453624047075102
"(121.397,31.168000000000003)","(121.4,31.156)",0.012369316876856896
"(121.368,31.293000000000003)","(121.365,31.276)",0.017262676501635058
"(121.382,31.154)","(121.4,31.141)",0.022203603311176053
"(121.43,31.273000000000003)","(121.432,31.276999999999997)",0.004472135954992334
"(121.477,31.199)","(121.46600000000001,31.206999999999997)",0.01360147050872934
"(121.48299999999999,31.29)","(121.476,31.285999999999998)",0.008062257748291217
"(121.469,31.258000000000003)","(121.464,31.25)",0.009433981132056459
"(121.506,31.195)","(121.509,31.185)",0.01044030650891208
"(121.459,31.215)","(121.45700000000001,31.206999999999997)",0.008246211251236783
"(121.434,31.365)","(121.431,31.369)",0.005000000000001137
"(121.428,31.21)","(121.429,31.206)",0.004123105625620114
"(121.47,31.212)","(121.48100000000001,31.201)",0.015556349186110497
"(121.50200000000001,31.274)","(121.51299999999999,31.279)",0.01208304597357729
"(121.41799999999999,31.191999999999997)","(121.421,31.197)",0.005830951894854864
"(121.493,31.281999999999996)","(121.49,31.276)",0.006708203932496446
"(121.557,31.291999999999998)","(121.54799999999999,31.289)",0.009486832980517855
"(121.525,31.318)","(121.522,31.32)",0.003605551275463469
"(121.531,31.281999999999996)","(121.522,31.276)",0.010816653826390406
"(121.443,31.134)","(121.429,31.156)",0.02607680962080704
"(121.49,31.318)","(121.485,31.319000000000003)",0.0050990195135885655
"(121.48200000000001,31.245)","(121.48100000000001,31.244)",0.0014142135623773356
"(121.365,31.258000000000003)","(121.37200000000001,31.255)",0.007615773105883012
"(121.396,31.163)","(121.39200000000001,31.164)",0.004123105625608913
"(121.476,31.263)","(121.414,31.272)",0.06264982043070551
"(121.443,31.252)","(121.455,31.247)",0.013000000000000038
"(121.546,31.326)","(121.53200000000001,31.323)",0.014317821063272264
"(121.37700000000001,31.245)","(121.38600000000001,31.255)",0.01345362404707246
"(121.40100000000001,31.063000000000002)","(121.402,31.066)",0.003162277660162133
"(121.499,31.119)","(121.51299999999999,31.129)",0.01720465053408274
"(121.45299999999999,31.127)","(121.448,31.136)",0.01029563014098509
"(121.435,31.195)","(121.445,31.199)",0.01077032961426106
"(121.48299999999999,31.236)","(121.425,31.215)",0.061684682053157976
"(121.566,31.223000000000003)","(121.56200000000001,31.229)",0.007211102550920041
"(121.506,31.201)","(121.492,31.185)",0.021260291625467876
"(121.49,31.14)","(121.49799999999999,31.138)",0.008246211251230751
"(121.53399999999999,31.287)","(121.55,31.267)",0.025612496949734397
"(121.449,31.283)","(121.441,31.281999999999996)",0.008062257748294742
"(121.507,31.308000000000003)","(121.51299999999999,31.302)",0.008485281374231355
"(121.412,31.195999999999998)","(121.374,31.215999999999998)",0.04294182110717724
"(121.491,31.279)","(121.488,31.294)",0.015297058540778934
"(121.514,31.299)","(121.449,31.313000000000002)",0.06649060083951555
"(121.436,31.221)","(121.44,31.218000000000004)",0.004999999999990479
"(121.436,31.218000000000004)","(121.439,31.215)",0.00424264068711191
"(121.47,31.261999999999997)","(121.478,31.276)",0.016124515496597415
"(121.387,31.25)","(121.429,31.233)",0.04531004303683804
"(121.51100000000001,31.276)","(121.5,31.28)",0.011704699910729376
"(121.38600000000001,31.171)","(121.385,31.166999999999998)",0.004123105625620114
"(121.47399999999999,31.198)","(121.477,31.206)",0.008544003745321736
"(121.454,31.27)","(121.45200000000001,31.275)",0.005385164807126572
"(121.443,31.156999999999996)","(121.425,31.14)",0.024758836806277582
"(121.43799999999999,31.155)","(121.45700000000001,31.163)",0.020615528128106086
"(121.564,31.229)","(121.54799999999999,31.226)",0.01627882059610498
"(121.42200000000001,31.189)","(121.405,31.183000000000003)",0.01802775637732838
"(121.462,31.169)","(121.45700000000001,31.173000000000002)",0.0064031242374301325
"(121.535,31.288)","(121.54799999999999,31.29)",0.01315294643795686
"(121.51799999999999,31.291)","(121.541,31.263)",0.03623534186399244
"(121.448,31.236)","(121.439,31.225)",0.014212670403551517
"(121.42299999999999,31.237)","(121.445,31.166)",0.07433034373659222
"(121.542,31.281999999999996)","(121.535,31.265)",0.018384776310848356
"(121.319,31.24)","(121.32,31.261)",0.021023796041628982
"(121.588,31.311999999999998)","(121.58,31.320999999999998)",0.012041594578789606
"(121.444,31.31)","(121.435,31.324)",0.01664331697709586
"(121.551,31.279)","(121.554,31.273000000000003)",0.006708203932496446
"(121.52600000000001,31.276999999999997)","(121.544,31.287)",0.020591260281962936
"(121.492,31.25)","(121.494,31.249000000000002)",0.0022360679774945783
"(121.455,31.271)","(121.46799999999999,31.274)",0.013341664064117608
"(121.501,31.28)","(121.507,31.281)",0.006082762530298062
"(121.397,31.256999999999998)","(121.385,31.254)",0.012369316876852589
"(121.42200000000001,31.274)","(121.40100000000001,31.276)",0.021095023109729674
"(121.48899999999999,31.293000000000003)","(121.48200000000001,31.296999999999997)",0.008062257748275353
"(121.413,31.302)","(121.411,31.285)",0.017117242768622608
"(121.53200000000001,31.224)","(121.512,31.226999999999997)",0.020223748416166292
"(121.536,31.194000000000003)","(121.53399999999999,31.186)",0.008246211251240228
"(121.495,31.221)","(121.48299999999999,31.224)",0.012369316876867237
"(121.514,31.303)","(121.525,31.301)",0.011180339887509117
"(121.37,31.258000000000003)","(121.41,31.268)",0.0412310562561684
