source,target,weight
"(121.45,31.219)","(121.443,31.206999999999997)",0.013892443989455787
"(121.416,31.244)","(121.41799999999999,31.241999999999997)",0.0028284271247446227
"(121.478,31.268)","(121.48,31.271)",0.003605551275469381
"(121.486,31.239)","(121.48100000000001,31.238000000000003)",0.005099019513587868
"(121.42200000000001,31.274)","(121.413,31.273000000000003)",0.009055385138151621
"(121.485,31.305999999999997)","(121.493,31.307)",0.008062257748294303
"(121.49,31.308000000000003)","(121.48200000000001,31.314)",0.00999999999998309
"(121.53200000000001,31.322)","(121.541,31.320999999999998)",0.009055385138123767
"(121.427,31.193)","(121.439,31.194000000000003)",0.012041594578778689
"(121.416,31.293000000000003)","(121.40899999999999,31.296)",0.007615773105867151
"(121.521,31.266)","(121.51100000000001,31.261999999999997)",0.01077032961426106
"(121.49799999999999,31.261)","(121.492,31.267)",0.008485281374228843
"(121.42399999999999,31.221)","(121.428,31.230999999999998)",0.010770329614268976
"(121.537,31.33)","(121.53200000000001,31.323)",0.008602325267038273
"(121.42200000000001,31.283)","(121.43700000000001,31.279)",0.015524174696260917
"(121.419,31.228)","(121.42399999999999,31.236)",0.009433981132053447
"(121.52,31.315)","(121.53,31.324)",0.013453624047077742
"(121.459,31.320999999999998)","(121.447,31.318)",0.012369316876852589
"(121.554,31.276)","(121.555,31.272)",0.004123105625620114
"(121.521,31.289)","(121.523,31.285999999999998)",0.0036055512754644544
"(121.363,31.131999999999998)","(121.368,31.134)",0.00538516480713119
"(121.581,31.345)","(121.57799999999999,31.344)",0.0031622776601812315
"(121.367,31.203000000000003)","(121.34899999999999,31.235)",0.03671511950137587
"(121.38600000000001,31.259)","(121.39200000000001,31.256999999999998)",0.006324555320337748
"(121.366,31.241999999999997)","(121.36200000000001,31.254)",0.012649110640674371
"(121.515,31.268)","(121.509,31.274)",0.008485281374238892
"(121.427,31.184)","(121.425,31.171999999999997)",0.012165525060601963
"(121.42,31.206)","(121.43299999999999,31.201)",0.01392838827717538
"(121.523,31.27)","(121.488,31.261999999999997)",0.03590264614202975
"(121.444,31.154)","(121.443,31.156999999999996)",0.003162277660166627
"(121.44,31.183000000000003)","(121.434,31.174)",0.010816653826395333
"(121.48299999999999,31.32)","(121.475,31.320999999999998)",0.00806225774829386
"(121.376,31.171999999999997)","(121.36399999999999,31.176)",0.012649110640687852
"(121.47399999999999,31.204)","(121.525,31.255)",0.07212489168103811
"(121.501,31.28)","(121.494,31.279)",0.0070710678118706
"(121.463,31.168000000000003)","(121.446,31.118000000000002)",0.05281098370604293
"(121.54299999999999,31.311)","(121.545,31.313000000000002)",0.002828427124754671
"(121.455,31.199)","(121.445,31.215)",0.018867962264114427
"(121.402,31.264)","(121.413,31.27)",0.012529964086137985
"(121.525,31.293000000000003)","(121.536,31.288)",0.012083045973591697
"(121.47,31.205)","(121.458,31.211)",0.013416407864999248
"(121.45700000000001,31.185)","(121.463,31.180999999999997)",0.007211102550917085
"(121.47399999999999,31.236)","(121.48200000000001,31.279)",0.043737855457261735
"(121.441,31.253)","(121.444,31.244)",0.009486832980505497
"(121.462,31.204)","(121.48200000000001,31.201999999999998)",0.020099751242252203
"(121.535,31.296999999999997)","(121.525,31.293000000000003)",0.01077032961425842
"(121.469,31.263)","(121.478,31.281999999999996)",0.021023796041624083
"(121.365,31.239)","(121.369,31.228)",0.011704699910720574
"(121.43299999999999,31.235)","(121.447,31.241)",0.015231546211737102
"(121.501,31.308000000000003)","(121.507,31.303)",0.007810249675908466
"(121.425,31.186)","(121.421,31.185)",0.004123105625608913
"(121.42299999999999,31.201)","(121.447,31.160999999999998)",0.0466476151587725
"(121.443,31.28)","(121.432,31.276999999999997)",0.011401754250988176
"(121.48899999999999,31.294)","(121.485,31.302)",0.008944271909994202
"(121.49,31.311)","(121.488,31.308000000000003)",0.0036055512754585425
"(121.35799999999999,31.218000000000004)","(121.351,31.23)",0.013892443989442489
"(121.36399999999999,31.253)","(121.336,31.268)",0.031764760348530034
"(121.461,31.217)","(121.45700000000001,31.214000000000002)",0.004999999999990479
"(121.448,31.180999999999997)","(121.449,31.188000000000002)",0.007071067811871103
"(121.345,31.174)","(121.351,31.171)",0.006708203932499624
"(121.507,31.264)","(121.495,31.258000000000003)",0.013416407864997659
"(121.516,31.263)","(121.50200000000001,31.274)",0.017804493814761076
"(121.35700000000001,31.249000000000002)","(121.353,31.241999999999997)",0.008062257748312368
"(121.325,31.246)","(121.319,31.241)",0.007810249675906192
"(121.413,31.183000000000003)","(121.416,31.174)",0.009486832980508867
"(121.476,31.299)","(121.484,31.304000000000002)",0.0094339811320542
"(121.53,31.206)","(121.512,31.212)",0.018973665961010994
"(121.44200000000001,31.241999999999997)","(121.38,31.250999999999998)",0.0626498204307201
"(121.484,31.294)","(121.491,31.305999999999997)",0.01389244398944965
"(121.52600000000001,31.186999999999998)","(121.541,31.17)",0.022671568097497173
"(121.339,31.149)","(121.34700000000001,31.136999999999997)",0.014422205101864715
"(121.461,31.175)","(121.43799999999999,31.212)",0.04356604182158857
"(121.45100000000001,31.28)","(121.445,31.279)",0.006082762530312662
"(121.44,31.189)","(121.45,31.193)",0.010770329614274253
"(121.443,31.156999999999996)","(121.441,31.153000000000002)",0.004472135954992334
"(121.426,31.267)","(121.43299999999999,31.275)",0.010630145812727922
"(121.444,31.169)","(121.45,31.166999999999998)",0.006324555320337748
"(121.54299999999999,31.274)","(121.54799999999999,31.288)",0.014866068747316361
"(121.479,31.396)","(121.441,31.368000000000002)",0.04720169488482036
"(121.344,31.256)","(121.348,31.264)",0.008944271910000558
"(121.507,31.281999999999996)","(121.501,31.281)",0.006082762530298062
"(121.49600000000001,31.279)","(121.5,31.275)",0.005656854249486733
"(121.42200000000001,31.179000000000002)","(121.427,31.186)",0.008602325267038273
"(121.28299999999999,31.219)","(121.26899999999999,31.215)",0.014560219778557358
"(121.43799999999999,31.189)","(121.427,31.203000000000003)",0.017804493814755688
"(121.485,31.303)","(121.5,31.301)",0.015132745950422442
"(121.507,31.276999999999997)","(121.508,31.265)",0.012041594578788424
"(121.527,31.320999999999998)","(121.54,31.328000000000003)",0.014764823060240377
"(121.541,31.318)","(121.522,31.29)",0.03383784863137421
"(121.399,31.217)","(121.396,31.221999999999998)",0.005830951894844506
"(121.411,31.284000000000002)","(121.42200000000001,31.268)",0.01941648783895468
"(121.421,31.27)","(121.395,31.268)",0.02607680962082094
"(121.485,31.279)","(121.493,31.272)",0.010630145812732267
"(121.444,31.224)","(121.43799999999999,31.225)",0.006082762530312662
"(121.545,31.21)","(121.524,31.233)",0.03114482300479518
"(121.361,31.247)","(121.36399999999999,31.249000000000002)",0.0036055512754536155
"(121.382,31.245)","(121.36399999999999,31.234)",0.021095023109741293
"(121.387,31.139)","(121.412,31.127)",0.027730849247729415
"(121.538,31.319000000000003)","(121.53299999999999,31.305)",0.014866068747324487
"(121.366,31.176)","(121.37299999999999,31.169)",0.009899494936603666
"(121.322,31.24)","(121.32,31.256999999999998)",0.01711724276862427
"(121.506,31.329)","(121.5,31.336)",0.009219544457291439
"(121.414,31.212)","(121.43700000000001,31.195)",0.028600699292158183
"(121.51799999999999,31.305999999999997)","(121.514,31.303)",0.004999999999990479
"(121.484,31.323)","(121.495,31.339000000000002)",0.01941648783895468
"(121.475,31.294)","(121.484,31.303)",0.012727922061358338
"(121.45700000000001,31.2)","(121.448,31.198)",0.009219544457306852
"(121.439,31.236)","(121.441,31.229)",0.007280109889284536
"(121.538,31.261999999999997)","(121.53399999999999,31.276999999999997)",0.015524174696261833
"(121.634,31.184)","(121.637,31.185)",0.00316227766016775
"(121.43799999999999,31.326)","(121.431,31.336)",0.012206555615726792
"(121.51,31.27)","(121.49600000000001,31.248)",0.02607680962080704
"(121.485,31.26)","(121.488,31.258000000000003)",0.003605551275463469
"(121.45299999999999,31.236)","(121.51100000000001,31.26)",0.06276941930592075
"(121.445,31.037)","(121.444,31.039)",0.002236067977497756
"(121.49700000000001,31.264)","(121.493,31.259)",0.006403124237444003
"(121.375,31.316)","(121.374,31.313000000000002)",0.003162277660166627
"(121.476,31.285999999999998)","(121.48200000000001,31.281999999999996)",0.007211102550940733
"(121.40799999999999,31.163)","(121.40700000000001,31.159000000000002)",0.004123105625609775
"(121.375,31.215999999999998)","(121.37799999999999,31.21)",0.006708203932490091
"(121.42200000000001,31.252)","(121.44,31.256999999999998)",0.018681541692256103
"(121.53200000000001,31.324)","(121.525,31.323)",0.0070710678118706
"(121.545,31.285)","(121.54,31.287)",0.00538516480712987
"(121.574,31.287)","(121.56700000000001,31.298000000000002)",0.013038404810402703
"(121.443,31.195999999999998)","(121.447,31.205)",0.009848857801798403
"(121.516,31.296999999999997)","(121.54899999999999,31.289)",0.03395585369268565
"(121.546,31.326)","(121.53200000000001,31.322)",0.014560219778557358
"(121.49799999999999,31.291)","(121.515,31.29)",0.017029386365936573
"(121.367,31.237)","(121.361,31.218000000000004)",0.019924858845166385
"(121.429,31.21)","(121.434,31.186)",0.02451530134426249
"(121.51899999999999,31.281)","(121.51799999999999,31.275)",0.006082762530299229
"(121.405,31.218000000000004)","(121.40700000000001,31.179000000000002)",0.03905124837953524
"(121.441,31.228)","(121.461,31.236)",0.021540659228533994
"(121.36,31.226)","(121.37700000000001,31.218000000000004)",0.018788294228063204
"(121.521,31.214000000000002)","(121.507,31.193)",0.025238858928246254
"(121.478,31.204)","(121.479,31.2)",0.004123105625620114
"(121.49,31.263)","(121.486,31.26)",0.00499999999999261
"(121.48899999999999,31.253)","(121.493,31.245)",0.008944271910000558
"(121.43700000000001,31.232)","(121.464,31.218000000000004)",0.030413812651477454
"(121.54,31.293000000000003)","(121.535,31.288)",0.007071067811874117
"(121.48200000000001,31.249000000000002)","(121.47,31.253)",0.01264911064068673
"(121.431,31.16)","(121.441,31.173000000000002)",0.016401219466861173
"(121.535,31.159000000000002)","(121.538,31.151)",0.008544003745320073
"(121.44,31.213)","(121.43,31.211)",0.010198039027177131
"(121.493,31.271)","(121.494,31.288)",0.017029386365926144
"(121.46799999999999,31.301)","(121.48700000000001,31.299)",0.019104973174562244
"(121.448,31.221)","(121.45,31.219)",0.002828427124752159
"(121.531,31.314)","(121.525,31.315)",0.0060827625302986455
"(121.493,31.348000000000003)","(121.5,31.344)",0.008062257748303556
"(121.553,31.173000000000002)","(121.463,31.180999999999997)",0.09035485598461514
"(121.43700000000001,31.149)","(121.44,31.155)",0.006708203932493269
"(121.471,31.27)","(121.478,31.269000000000002)",0.00707106781185603
"(121.465,31.219)","(121.477,31.232)",0.017691806012953063
"(121.488,31.201)","(121.48200000000001,31.203000000000003)",0.006324555320324265
"(121.406,31.233)","(121.39399999999999,31.247)",0.018439088914594823
"(121.522,31.287)","(121.525,31.283)",0.004999999999998295
"(121.383,31.233)","(121.37299999999999,31.234)",0.010049875621126102
"(121.46,31.301)","(121.465,31.281)",0.020615528128090234
"(121.507,31.268)","(121.516,31.274)",0.010816653826392379
"(121.469,31.325)","(121.471,31.32)",0.005385164807137127
"(121.531,31.305999999999997)","(121.537,31.288)",0.018973665961007625
"(121.469,31.283)","(121.471,31.296)",0.013152946437965505
"(121.417,31.219)","(121.42200000000001,31.201)",0.01868154169227265
"(121.444,31.267)","(121.432,31.273000000000003)",0.013416407865000835
"(121.587,31.271)","(121.59299999999999,31.27)",0.006082762530284627
"(121.314,31.15)","(121.321,31.155)",0.008602325267048183
"(121.5,31.212)","(121.48899999999999,31.221999999999998)",0.014866068747324487
"(121.43299999999999,31.250999999999998)","(121.429,31.246)",0.006403124237426248
"(121.444,31.236)","(121.443,31.225)",0.011045361017186929
"(121.46600000000001,31.337)","(121.461,31.339000000000002)",0.005385164807144384
"(121.52,31.315)","(121.521,31.32)",0.005099019513592746
"(121.455,31.189)","(121.44,31.194000000000003)",0.015811388300843245
"(121.32,31.24)","(121.311,31.237)",0.009486832980492016
"(121.414,31.198)","(121.419,31.191999999999997)",0.007810249675906647
"(121.374,31.208000000000002)","(121.355,31.218000000000004)",0.02147091055357687
"(121.49799999999999,31.26)","(121.493,31.255)",0.0070710678118640685
"(121.49,31.276)","(121.49799999999999,31.291999999999998)",0.01788854381999476
"(121.523,31.293000000000003)","(121.54,31.298000000000002)",0.017720045146678777
"(121.46600000000001,31.241999999999997)","(121.469,31.253)",0.011401754250990357
"(121.444,31.266)","(121.431,31.265)",0.013038404810410333
"(121.46600000000001,31.209)","(121.478,31.22)",0.01627882059608905
"(121.445,31.239)","(121.44200000000001,31.234)",0.005830951894837195
"(121.477,31.294)","(121.48200000000001,31.289)",0.007071067811871605
"(121.54299999999999,31.241999999999997)","(121.53399999999999,31.230999999999998)",0.014212670403551517
"(121.48200000000001,31.235)","(121.48,31.223000000000003)",0.012165525060594954
"(121.492,31.331999999999997)","(121.49,31.338)",0.006324555320343365
"(121.54,31.293000000000003)","(121.54700000000001,31.29)",0.00761577310586995
"(121.525,31.326)","(121.527,31.328000000000003)",0.0028284271247446227
"(121.367,31.255)","(121.383,31.256)",0.016031219541872626
"(121.368,31.256)","(121.366,31.253)",0.0036055512754614985
"(121.39,31.174)","(121.396,31.171)",0.006708203932499624
"(121.506,31.329)","(121.5,31.334)",0.007810249675906192
"(121.48299999999999,31.32)","(121.47399999999999,31.33)",0.01345362404707246
"(121.522,31.309)","(121.515,31.303)",0.009219544457296834
"(121.52,31.289)","(121.516,31.296999999999997)",0.008944271909991025
"(121.322,31.298000000000002)","(121.311,31.302)",0.011704699910714806
"(121.499,31.219)","(121.50299999999999,31.221)",0.004472135954990746
"(121.35799999999999,31.217)","(121.359,31.211)",0.006082762530299229
"(121.397,31.228)","(121.454,31.263)",0.06688796603275238
"(121.296,31.186)","(121.274,31.164)",0.031112698372210944
"(121.447,31.248)","(121.443,31.250999999999998)",0.005000000000001848
"(121.51700000000001,31.304000000000002)","(121.51100000000001,31.316999999999997)",0.01431782106327152
"(121.435,31.178)","(121.42,31.133000000000003)",0.04743416490252412
"(121.469,31.205)","(121.473,31.215)",0.010770329614272276
"(121.555,31.305999999999997)","(121.53299999999999,31.314)",0.023409399821458753
"(121.428,31.195999999999998)","(121.435,31.195)",0.0070710678118700975
"(121.48,31.224)","(121.45,31.233)",0.031320919526732834
"(121.448,31.182)","(121.413,31.175)",0.03569313659514574
"(121.484,31.201999999999998)","(121.48100000000001,31.213)",0.011401754250990357
"(121.41,31.235)","(121.463,31.279)",0.0688839603971763
"(121.4,31.156999999999996)","(121.406,31.16)",0.006708203932501212
"(121.351,31.285999999999998)","(121.352,31.285)",0.0014142135623748235
"(121.43299999999999,31.214000000000002)","(121.412,31.228)",0.0252388589282364
"(121.51899999999999,31.215999999999998)","(121.516,31.217)",0.003162277660155392
"(121.40899999999999,31.18)","(121.40799999999999,31.177)",0.0031622776601699975
"(121.45100000000001,31.313000000000002)","(121.461,31.32)",0.012206555615725046
"(121.411,31.241)","(121.405,31.26)",0.01992485884517316
"(121.477,31.338)","(121.445,31.337)",0.032015621187174964
"(121.43799999999999,31.191999999999997)","(121.43700000000001,31.193)",0.0014142135623597504
"(121.56,31.225)","(121.561,31.237)",0.012041594578789604
"(121.39200000000001,31.229)","(121.39399999999999,31.223000000000003)",0.006324555320327636
"(121.429,31.269000000000002)","(121.425,31.276)",0.008062257748299148
"(121.465,31.185)","(121.484,31.206999999999997)",0.029068883707490382
"(121.586,31.261999999999997)","(121.59200000000001,31.261)",0.006082762530312078
"(121.425,31.241999999999997)","(121.41799999999999,31.24)",0.007280109889285023
"(121.359,31.22)","(121.354,31.226)",0.007810249675903918
"(121.414,31.18)","(121.419,31.166999999999998)",0.013928388277184052
"(121.443,31.250999999999998)","(121.43700000000001,31.246)",0.0078102496758952755
"(121.428,31.198)","(121.46,31.206)",0.03298484500493765
"(121.484,31.211)","(121.478,31.232)",0.021840329667842384
"(121.48700000000001,31.228)","(121.47399999999999,31.203000000000003)",0.02817800560721845
"(121.44,31.287)","(121.444,31.311)",0.024331050121194582
"(121.463,31.191999999999997)","(121.46,31.204)",0.012369316876856896
"(121.446,31.324)","(121.456,31.318)",0.011661903789695106
"(121.45200000000001,31.255)","(121.428,31.276)",0.03189043743821585
"(121.449,31.232)","(121.444,31.230999999999998)",0.0050990195135885655
"(121.536,31.333000000000002)","(121.531,31.323)",0.011180339887498314
"(121.465,31.243000000000002)","(121.458,31.245)",0.007280109889285023
"(121.324,31.238000000000003)","(121.32,31.24)",0.004472135955001867
"(121.446,31.293000000000003)","(121.443,31.28)",0.013341664064127992
"(121.521,31.215999999999998)","(121.51799999999999,31.217)",0.003162277660182355
"(121.551,31.293000000000003)","(121.553,31.28)",0.013152946437966854
"(121.485,31.249000000000002)","(121.48299999999999,31.255)",0.006324555320336624
"(121.464,31.123)","(121.478,31.166999999999998)",0.04617358552245658
"(121.40700000000001,31.108)","(121.414,31.11)",0.0072801098892713596
"(121.525,31.285999999999998)","(121.52799999999999,31.279)",0.007615773105856422
"(121.43,31.19)","(121.43299999999999,31.186999999999998)",0.00424264068711191
"(121.428,31.252)","(121.429,31.26)",0.008062257748301794
"(121.49600000000001,31.271)","(121.48200000000001,31.268)",0.014317821063272264
"(121.48700000000001,31.201999999999998)","(121.48100000000001,31.195999999999998)",0.008485281374238892
"(121.531,31.323)","(121.537,31.328000000000003)",0.007810249675908466
"(121.44200000000001,31.296999999999997)","(121.461,31.301)",0.019416487838939307
"(121.32,31.238000000000003)","(121.311,31.237)",0.009055385138124159
"(121.444,31.259)","(121.445,31.254)",0.005099019513589959
"(121.49799999999999,31.21)","(121.48700000000001,31.201999999999998)",0.013601470508722027
"(121.39399999999999,31.248)","(121.39200000000001,31.266)",0.018110770276269898
"(121.495,31.323)","(121.48100000000001,31.336)",0.01910497317453844
"(121.381,31.250999999999998)","(121.416,31.236)",0.03807886552931523
"(121.44,31.195)","(121.431,31.203000000000003)",0.012041594578794326
"(121.53200000000001,31.295)","(121.525,31.293000000000003)",0.007280109889285023
"(121.46,31.246)","(121.486,31.281999999999996)",0.04440720662235338
"(121.444,31.320999999999998)","(121.44,31.315)",0.0072111025509279236
"(121.507,31.329)","(121.529,31.334)",0.02256102834534831
"(121.441,31.186999999999998)","(121.463,31.209)",0.031112698372203408
"(121.402,31.205)","(121.404,31.21)",0.005385164807135147
"(121.414,31.179000000000002)","(121.417,31.188000000000002)",0.009486832980505497
"(121.38799999999999,31.276)","(121.389,31.269000000000002)",0.0070710678118640685
"(121.48899999999999,31.331)","(121.477,31.338)",0.013892443989438653
"(121.42,31.241)","(121.43,31.233)",0.012806248474869142
"(121.36200000000001,31.203000000000003)","(121.369,31.19)",0.014764823060230511
"(121.446,31.320999999999998)","(121.44200000000001,31.33)",0.00984885780179263
"(121.465,31.217)","(121.48100000000001,31.213)",0.016492422502475287
"(121.473,31.318)","(121.47399999999999,31.323)",0.005099019513589959
"(121.391,31.274)","(121.38600000000001,31.293000000000003)",0.019646882704389183
"(121.421,31.264)","(121.411,31.265)",0.010049875621126102
"(121.506,31.305)","(121.512,31.301)",0.007211102550928909
"(121.43299999999999,31.23)","(121.45700000000001,31.229)",0.024020824298943786
"(121.318,31.136999999999997)","(121.304,31.151)",0.019798989873222407
"(121.374,31.314)","(121.381,31.313000000000002)",0.0070710678118700975
"(121.37200000000001,31.343000000000004)","(121.367,31.348000000000003)",0.007071067811871605
"(121.397,31.329)","(121.38799999999999,31.320999999999998)",0.012041594578804946
"(121.469,31.199)","(121.462,31.203000000000003)",0.008062257748291217
"(121.40100000000001,31.128)","(121.405,31.121)",0.008062257748295183
"(121.479,31.23)","(121.441,31.201999999999998)",0.04720169488482246
"(121.348,31.289)","(121.35,31.281)",0.008246211251236783
"(121.416,31.174)","(121.398,31.16)",0.022803508501982896
"(121.43799999999999,31.27)","(121.443,31.264)",0.007810249675913016
"(121.516,31.195)","(121.521,31.199)",0.0064031242374301325
"(121.37700000000001,31.258000000000003)","(121.375,31.271)",0.013152946437965505
"(121.46600000000001,31.279)","(121.45200000000001,31.278000000000002)",0.014035668847613838
"(121.259,31.116999999999997)","(121.26700000000001,31.113000000000003)",0.008944271910005323
"(121.404,31.168000000000003)","(121.416,31.17)",0.012165525060596706
"(121.405,31.163)","(121.402,31.165)",0.003605551275463469
"(121.40799999999999,31.357)","(121.40299999999999,31.366999999999997)",0.011180339887495136
"(121.458,31.195999999999998)","(121.462,31.193)",0.005000000000001848
"(121.446,31.224)","(121.427,31.228)",0.019416487838939307
"(121.51299999999999,31.274)","(121.51,31.276)",0.0036055512754516452
"(121.512,31.305999999999997)","(121.48,31.304000000000002)",0.03206243908375899
"(121.447,31.174)","(121.435,31.168000000000003)",0.013416407864997659
"(121.469,31.25)","(121.48,31.265)",0.018601075237744583
"(121.45200000000001,31.178)","(121.456,31.184)",0.007211102550922997
"(121.491,31.248)","(121.49799999999999,31.25)",0.0072801098892713596
"(121.443,31.206999999999997)","(121.441,31.211)",0.00447213595499869
"(121.456,31.337)","(121.458,31.346999999999998)",0.010198039027182705
"(121.45,31.284000000000002)","(121.459,31.249000000000002)",0.03613862199918553
"(121.506,31.294)","(121.527,31.301)",0.022135943621178746
"(121.44,31.178)","(121.43799999999999,31.182)",0.004472135955001867
"(121.49,31.201999999999998)","(121.48299999999999,31.201)",0.0070710678118700975
"(121.44200000000001,31.381999999999998)","(121.435,31.384)",0.007280109889286
"(121.512,31.274)","(121.527,31.275)",0.01503329637837332
"(121.58200000000001,31.238000000000003)","(121.571,31.246)",0.013601470508740835
"(121.44200000000001,31.212)","(121.455,31.201999999999998)",0.01640121946685056
"(121.469,31.304000000000002)","(121.484,31.303)",0.015033296378373556
"(121.458,31.259)","(121.454,31.265)",0.0072111025509308795
"(121.45100000000001,31.279)","(121.429,31.285999999999998)",0.02308679276123506
"(121.475,31.223000000000003)","(121.48200000000001,31.218000000000004)",0.008602325267057682
"(121.522,31.235)","(121.524,31.237)",0.0028284271247421104
"(121.48200000000001,31.32)","(121.47399999999999,31.316999999999997)",0.00854400374534128
"(121.399,31.135)","(121.412,31.147)",0.017691806012955873
"(121.427,31.248)","(121.431,31.246)",0.004472135954992335
"(121.56700000000001,31.250999999999998)","(121.561,31.248)",0.006708203932498035
"(121.45100000000001,31.156)","(121.46,31.16)",0.009848857801783973
"(121.524,31.309)","(121.53200000000001,31.318)",0.012041594578799046
"(121.448,31.307)","(121.43700000000001,31.313000000000002)",0.012529964086127209
"(121.42299999999999,31.238000000000003)","(121.42399999999999,31.24)",0.0022360679774977564
"(121.39,31.293000000000003)","(121.37700000000001,31.272)",0.02469817807045591
"(121.42,31.275)","(121.417,31.272)",0.004242640687119446
"(121.462,31.301)","(121.43799999999999,31.336)",0.04243819034785456
"(121.30799999999999,31.288)","(121.32,31.295)",0.013892443989450928
"(121.49,31.23)","(121.484,31.215)",0.016155494421404123
"(121.51,31.253)","(121.53,31.256)",0.020223748416152768
"(121.537,31.314)","(121.538,31.32)",0.006082762530296893
"(121.42200000000001,31.139)","(121.416,31.13)",0.010816653826400261
"(121.34100000000001,31.248)","(121.338,31.264)",0.016278820596100613
"(121.396,31.229)","(121.32799999999999,31.241)",0.06905070600654023
"(121.412,31.21)","(121.40799999999999,31.213)",0.005000000000015348
"(121.47399999999999,31.334)","(121.477,31.338)",0.005000000000009663
"(121.46600000000001,31.194000000000003)","(121.458,31.195999999999998)",0.008246211251243675
"(121.375,31.256999999999998)","(121.37700000000001,31.271)",0.014142135623735171
"(121.415,31.275)","(121.414,31.269000000000002)",0.006082762530295725
"(121.53299999999999,31.328000000000003)","(121.537,31.33)",0.004472135955014577
"(121.374,31.275)","(121.37899999999999,31.29)",0.015811388300840997
"(121.546,31.335)","(121.53399999999999,31.324)",0.016278820596109998
"(121.50200000000001,31.274)","(121.51299999999999,31.299)",0.027313000567486565
"(121.5,31.27)","(121.49799999999999,31.264)",0.006324555320339995
"(121.43,31.318)","(121.42299999999999,31.32)",0.0072801098892986875
"(121.461,31.198)","(121.46700000000001,31.204)",0.00848528137424894
"(121.477,31.271)","(121.475,31.28)",0.009219544457295292
"(121.521,31.326)","(121.512,31.302)",0.025632011235953565
"(121.521,31.32)","(121.536,31.318)",0.015132745950421973
"(121.459,31.229)","(121.444,31.225)",0.015524174696260001
"(121.431,31.217)","(121.42,31.226999999999997)",0.01486606874731397
"(121.527,31.21)","(121.536,31.2)",0.013453624047075102
"(121.43299999999999,31.259)","(121.41,31.267)",0.0243515913237679
"(121.458,31.265)","(121.48,31.29)",0.03330165161069604
"(121.425,31.27)","(121.45200000000001,31.31)",0.04825971404806243
"(121.531,31.261999999999997)","(121.53399999999999,31.261)",0.0031622776601542687
"(121.475,31.255)","(121.47,31.26)",0.0070710678118640685
"(121.486,31.273000000000003)","(121.49799999999999,31.26)",0.017691806012946034
"(121.495,31.316)","(121.506,31.320999999999998)",0.012083045973590228
"(121.463,31.254)","(121.46799999999999,31.253)",0.0050990195135885655
"(121.441,31.197)","(121.45299999999999,31.2)",0.012369316876839663
"(121.44200000000001,31.247)","(121.42299999999999,31.239)",0.020615528128106086
"(121.446,31.125999999999998)","(121.441,31.135)",0.010295630140988195
"(121.33200000000001,31.398000000000003)","(121.34899999999999,31.401)",0.017262676501613446
"(121.40799999999999,31.254)","(121.42,31.241)",0.01769180601296531
"(121.476,31.258000000000003)","(121.486,31.2)",0.05885575587825285
"(121.51,31.173000000000002)","(121.51799999999999,31.226)",0.053600373133024105
"(121.47,31.258000000000003)","(121.479,31.259)",0.009055385138137499
"(121.49799999999999,31.28)","(121.491,31.279)",0.007071067811856532
"(121.31700000000001,31.311999999999998)","(121.30799999999999,31.309)",0.009486832980517855
"(121.594,31.239)","(121.587,31.241999999999997)",0.0076157731058540895
"(121.49600000000001,31.271)","(121.506,31.268)",0.010440306508901872
"(121.39200000000001,31.2)","(121.39299999999999,31.188000000000002)",0.012041594578787245
"(121.492,31.185)","(121.50299999999999,31.198)",0.01702938636591571
"(121.382,31.355999999999998)","(121.391,31.358)",0.009219544457293751
"(121.546,31.314)","(121.541,31.328000000000003)",0.014866068747324487
"(121.427,31.276)","(121.431,31.273000000000003)",0.004999999999990479
"(121.40100000000001,31.214000000000002)","(121.405,31.21)",0.005656854249486733
"(121.43299999999999,31.378)","(121.43,31.369)",0.009486832980501004
"(121.488,31.22)","(121.48299999999999,31.221999999999998)",0.005385164807143065
"(121.405,31.17)","(121.398,31.171)",0.0070710678118700975
"(121.458,31.195999999999998)","(121.46600000000001,31.2)",0.008944271910008501
"(121.486,31.209)","(121.48299999999999,31.218000000000004)",0.009486832980513362
"(121.479,31.201999999999998)","(121.484,31.204)",0.00538516480713119
"(121.429,31.246)","(121.431,31.253)",0.007280109889280632
"(121.471,31.244)","(121.455,31.245)",0.016031219541886806
"(121.47399999999999,31.199)","(121.473,31.193)",0.006082762530296893
"(121.491,31.305999999999997)","(121.484,31.304000000000002)",0.007280109889284047
"(121.32,31.238000000000003)","(121.339,31.26)",0.02906888370749967
"(121.447,31.320999999999998)","(121.458,31.323)",0.011180339887495136
"(121.397,31.203000000000003)","(121.40700000000001,31.206999999999997)",0.010770329614271615
"(121.486,31.166999999999998)","(121.524,31.18)",0.04016217125604383
"(121.35600000000001,31.248)","(121.361,31.247)",0.0050990195135885655
"(121.531,31.304000000000002)","(121.52799999999999,31.302)",0.0036055512754772636
"(121.46700000000001,31.319000000000003)","(121.473,31.32)",0.0060827625302840435
"(121.553,31.279)","(121.555,31.285999999999998)",0.00728010988928112
"(121.446,31.261999999999997)","(121.436,31.261)",0.010049875621111608
"(121.684,31.191)","(121.69200000000001,31.171999999999997)",0.020615528128093853
"(121.456,31.271)","(121.45700000000001,31.268)",0.0031622776601699975
"(121.345,31.289)","(121.35,31.281)",0.009433981132056459
"(121.477,31.235)","(121.473,31.255)",0.02039607805437168
"(121.439,31.296999999999997)","(121.449,31.293000000000003)",0.010770329614271615
